source_text,target_text
context: to what do trees roots cling?  options: 1: yard 2: orchard 3: museum 4: countryside 5: surface of earth  explanation: surface of earth museum,surface of earth
"context: at the new comic store he found himself making friends, it was nice to meet people with what?  options: 1: smiling 2: smile 3: open mind 4: common interests 5: laughter  explanation: List of hobbies - Wikipedia",common interests
"context: the student explained he had a clue what neuroepithelium was and got really nervous, he then lost his balance because a what issue?  options: 1: tastebud 2: retina 3: inner ear 4: nasal cavity 5: autistic  explanation: inner ear The student explained he had a clue what neuroepithelium was and got really nervous",inner ear
context: what could people do that involves talking?  options: 1: confession 2: state park 3: sing 4: carnival 5: opera  explanation: confession could people do that involves,confession
context: if you're a child answering questions and an adult is asking them that adult is doing what?  options: 1: discussion 2: explaning 3: teaching 4: confusion 5: correct  explanation: they want a teaching,teaching
"context: he has lactose intolerant, but was eating dinner made of cheese, what followed for him?  options: 1: digestive 2: feel better 3: sleepiness 4: indigestion 5: illness  explanation: Indigestion (for Kids) - KidsHealth",indigestion
"context: the teacher played on the upright piano, she was explaining the song to all the students in the what?  options: 1: music room 2: bathroom 3: house 4: living room 5: music store  explanation: Musicroom - A world of music at your fingertips",music room
context: where would you get jewelry if you do not have any?  options: 1: vault 2: suitcase 3: neighbour's house 4: department store 5: safe deposit box  explanation: department store is near me,department store
context: what do young boys do on the ice in the winter?  options: 1: ski 2: play hockey 3: summer 4: knit 5: warm  explanation: boys are like hockey,play hockey
"context: she loved spending money at the thrift store on knickknacks, this resulted in a lot of what on every shelf in her house?  options: 1: poverty 2: clutter 3: getting 4: satisfaction 5: more happiness  explanation: she is a clutter",clutter
"context: i listened to lecture intensely, what is my goal?  options: 1: gain confidence 2: concentrate 3: get attention 4: pay attention 5: stop talking  explanation: Reducer B concentrate | Sigma-Aldrich",concentrate
context: john wanted scatter his wife's remains in a lake in the wilderness.  he had to delay before of where he lived.  where did he live?  options: 1: mountains 2: dead body 3: pay debts 4: state park 5: new york  explanation: wilderness available in ney york,new york
context: many towns and cities have trash cans where on sidewalks?  options: 1: hospital 2: park 3: corner 4: motel 5: office  explanation: Definition of corner in English,corner
"context: the family wanted to adopt for enviro-ethical reasons, what did they abhor?  options: 1: orphan 2: biological child 3: give away 4: foster child 5: abandon  explanation: biological child is a child born",biological child
context: what happens when airplane engines cut off and are unable to be restarted in flight?  options: 1: stall 2: start melting 3: taxi 4: crash 5: speed up  explanation: After getting into a serious car accid,crash
context: human beings learn about current events from what print item?  options: 1: question authority 2: melt 3: read newspapers 4: act 5: dictionary  explanation: All Indian newspapers links,read newspapers
"context: he wanted lodging in the actual what, so that he was already where he needed to be?  options: 1: a yurt 2: resort area 3: big city 4: michigan 5: going on vacation  explanation: he needed to resort area",resort area
"context: if i am suffering from boredom, and i want to see something beautiful, what should i do?  options: 1: see art 2: see ghost 3: watch film 4: grocery shop 5: do crossword puzzle  explanation: Practice Looking at Art",see art
context: where is a good place to set a cup of coffee while relaxing?  options: 1: coffee shop 2: kitchen 3: hand 4: table 5: office  explanation: C Tables You'll Love | Wayfair - Wayfair.com,table
"context: before lifting weights he liked to warm up on the squash court, he really enjoyed the facilities of the what?  options: 1: swimming pool 2: rich person's house 3: country club 4: fitness center 5: park  explanation: be FITNESS | Delafield, WI - Fitness Center, Gym & Personal Training",fitness center
context: what does a person often feel about someone judging them guilty?  options: 1: controversy 2: responsibility 3: resentment 4: judge feelings 5: hurt feelings  explanation: person feels like resentment,resentment
context: james need to use a toilet but there were no public ones in sight.  eventually he broke down and did something very expensive so that he could get a toilet.  where might he have gone?  options: 1: motel room 2: apartment 3: bathroom 4: games 5: house  explanation: motel room toilet is cheap,motel room
context: why did the heavy metal band need electricity at the stadium?  options: 1: concert 2: bedroom 3: make person sick 4: building 5: church  explanation: to power musical instrument for the concert.,concert
"context: if someone was making breakfast, they'd probably put two slices of bread in the what?  options: 1: plastic bag 2: pantry 3: supermarket 4: toaster 5: prison  explanation: plastic bag prison toaster",toaster
"context: the man  tried to break the glass in order to make his escape in time, but he could not.  the person in the cat, trying to kill him, did what?  options: 1: accelerate 2: putting together 3: working 4: construct 5: train  explanation: man try himself to accelerate to escape",accelerate
context: what is part of a republic like the usa?  options: 1: state 2: democratic 3: kingdom 4: democracy 5: dictatorship  explanation: state is part of a republic like the USA,state
context: what very cold area in the east can a crab be found?  options: 1: fish market 2: shallow waters 3: atlantic ocean 4: fresh water 5: shore line  explanation: atlantic oceanWhat very cold area in the east can a crab be found?,atlantic ocean
"context: the chef wanted to perfect his craft, what did he do?  options: 1: thin potatos 2: prepare food 3: study french cooking 4: drink 5: cook dinner  explanation: study french cooking wanted to perfect his craft",study french cooking
context: there was no shade for jenny.  she was forced to lie there exposed to what?  options: 1: full sunlight 2: bright sunshine 3: sunny place 4: eat cake 5: direct sunlight  explanation: full sunlight There was no shade for Jenny. She was forced,full sunlight
context: what could happen to you after you are cleaning house for a long time?  options: 1: neatness 2: tiredness 3: order 4: exhaustion 5: sneezing  explanation: Emotional exhaustion can arise when,exhaustion
context: what is the thing that is agitated in your head when kissing?  options: 1: sexual stimulation 2: herpes 3: headache 4: catch cold 5: happiness  explanation: happiness the thing that is agitated in your head when kissing,happiness
context: what is printed with ink and distributed daily?  options: 1: fountain pen 2: squid 3: newspaper 4: book 5: printer  explanation: Newspaper is produce everyday.,newspaper
"context: the man was giving assistance to a pan handler in the streets, how did he give assistance?  options: 1: feeling good 2: killing 3: law suits 4: out of pocket 5: feel loved  explanation: man gave some thing out from his pocket",out of pocket
context: what may you have after awaking after a night of heavy drinking?  options: 1: get up 2: discomfort 3: discomfort 4: headache 5: shock  explanation: headache does'nt leads to sleep,headache
"context: if i was watching tv on the couch and the air was stuffy, i might turn the fan on to make the what more comfortable?  options: 1: hockey game 2: living room 3: bathroom 4: football stadium 5: hot room  explanation: living room is comfortable",living room
"context: while walking the student needed to store his writing insturment away, where did he put it?  options: 1: desk drawer 2: cabinet 3: purse 4: classroom 5: pocket  explanation: pocket While walking the student needed to store his writing insturment",pocket
context: who watches a play in an auditorium?  options: 1: building 2: crowd 3: city 4: group 5: high school  explanation: crowdWho watches a play in an auditorium?,crowd
context: what is a possible outcome for committing murder?  options: 1: problems 2: incarceration 3: trial 4: imprisonment 5: prosecution  explanation: imprisonment (noun) definition,imprisonment
context: there was many a bottle to choose from behind the cashier where?  options: 1: grocery store 2: diaper bag 3: gas station 4: liquor store 5: medicine cabinet  explanation: iquor store gas station,liquor store
context: what do professors primarily do?  options: 1: master physics 2: state facts 3: wear wrinkled tweed jackets 4: school students 5: teach courses  explanation: teach courses professors primarily,teach courses
context: where do you throw a ball at pins?  options: 1: bowling alley 2: football stadium 3: soccer field 4: sporting event 5: sporting goods store  explanation: throw the ball in bowling alley,bowling alley
context: what might you need to do cleaning?  options: 1: sing a song 2: neatness 3: allergies 4: healthy living 5: using water  explanation: we need water to clean,using water
"context: sally was standing in queue.  the line was very, very slow.  what was she feeling?  options: 1: frustration 2: delays 3: being annoyed 4: moving forward 5: progress  explanation: frustrationSally was standing in queue.",frustration
"context: james and holly went dancing together. as they danced, he  pressed himself against her what?  options: 1: euphoria 2: moving body 3: rhythmic movement 4: happiness 5: fatigue  explanation: moving body James and Holly went dancing together. As they danced",moving body
context: who is the guard here for?  options: 1: man post 2: attack 3: intimidation 4: prisoner 5: unprotected  explanation: man post prisoner,prisoner
context: what do people need to do to change their lives?  options: 1: face problems 2: better themselves 3: pay bills 4: become disillusioned 5: eat chicken  explanation: . face problems people need to do to chang,face problems
context: humans need shelter to survive.  they usually find shelter where?  options: 1: underpass 2: homes 3: workplace 4: school 5: space shuttle  explanation: where your home search begins,homes
context: what is a form of anaerobic exercising?  options: 1: shortness of breath 2: lift weights 3: error 4: fall down 5: run  explanation: lack of breathing level,run
context: where did you meet your best friend since kindergarten?  options: 1: friend's house 2: school 3: fraternity house 4: internet cafe 5: airplane  explanation: school is an educational institution,school
context: james was below the balloon.  he watched it rise.  what direction did he look in?  options: 1: upstairs 2: aloft 3: diagonal 4: upstream 5: upwards  explanation: upstream upwards diagonal,upwards
"context: joe's cat smelled something delicious and jumped into this, causing him to panic and fear for its life. where might it have jumped?  options: 1: meat loaf 2: bedroom 3: microwave 4: living room 5: floor  explanation: microwave is hot so which is panic",microwave
context: why would a person put flowers in a room with dirty gym socks?  options: 1: continue to grow 2: plant themselves 3: many colors 4: smell good 5: make pretty  explanation: smell good many colors,smell good
"context: the person signed up for home insurance, what is he seeking?  options: 1: financial security 2: live well 3: good relationship 4: compliments 5: discounted furniture  explanation: Financial security refers to the",financial security
"context: where would using a boat not require navigation skills?  options: 1: water 2: ocean 3: garage 4: harbor 5: river  explanation: A river is a natural flowing watercourse,",river
context: what does a self assured person often do?  options: 1: acknowledgment 2: focused 3: know what time 4: feel important 5: trust himself  explanation: feel important What does a self assured person often do?,feel important
"context: he was very outgoing, for him making friends was no personal what?  options: 1: scary 2: having friends 3: good feeling 4: conflict 5: friendship  explanation: Conflict definition and meaning",conflict
context: what do you feel when giving assistance to the needy?  options: 1: reward 2: boredom 3: pleasure 4: happiness 5: satisfaction  explanation: atisfaction may refer to: Contentment,satisfaction
"context: he had no issue committing perjury, he had a what that he would get away with it?  options: 1: confidence 2: go to jail 3: telling lies 4: lying 5: manual  explanation: every confidence in the staff""",confidence
"context: what could you use to fill a cup and then drink from it?  options: 1: sand box 2: kitchen cabinet 3: waterfall 4: water fountain 5: table  explanation: Water Fountain, Fountain manufacturers",water fountain
"context: if you were looking for a blowfish, you wouldn't look on dry land, you'd look in a what?  options: 1: fish market 2: jungle 3: sea water 4: body of water 5: soup  explanation: body takes a body of water",body of water
context: what room is likely to have a sideboard on the counter?  options: 1: home 2: serve food buffet 3: dining room 4: living room 5: kitchen  explanation: kitchen is the room likely to have a sideboard on the counter,kitchen
"context: what mall store sells jeans for a decent price?  options: 1: clothing store 2: bedroom 3: thrift store 4: apartment 5: gap  explanation: The Gap, Inc., commonly",gap
context: why do people stop caring about their problems?  options: 1: no problems 2: better themselves 3: face problems 4: learn from each other 5: become disillusioned  explanation: Disillusioned definition and meaning,become disillusioned
context: john rode on the plain until it reached the ocean and couldn't go any farther. what might he have bee on?  options: 1: mountain 2: fancy 3: sandplain 4: cliff 5: gorge  explanation: u can't drive in cliff,cliff
"context: they were never going to be big actors, but they all had passion for the local what?  options: 1: theater 2: opera 3: show 4: television 5: blockbuster feature  explanation: they all had a passion for the local theater",theater
context: spraining an ankle while playing baseball will cause what?  options: 1: strikes 2: eating 3: injury 4: sore muscles 5: pain  explanation: Urban Dictionary: Pain,pain
"context: if you have a condo in a wisconsin city known for beer, where are you?  options: 1: city 2: electrical circuit 3: residential area 4: suburbia 5: milwaukee  explanation: wiscosin is a city",milwaukee
context: if a person isn't able to pay their bills what must they do?  options: 1: know everything 2: acknowledgment 3: make more money 4: throw a party 5: spare time  explanation: 26 Legit Ways to Make Money - NerdWallet,make more money
context: why are dogs often known as man's best friend?  options: 1: aggressive 2: friendly 3: very loyal 4: found outside 5: very smart  explanation: man's best friend is very loyal,very loyal
"context: the hostess greeted the employees to the program, she then led them to their what?  options: 1: group people 2: welcome guests 3: occupations 4: work room 5: seat customer  explanation: work room greeted the employees to the program",work room
context: where is a likely place to store unused soap?  options: 1: cabinet 2: supermarket 3: jail 4: butt 5: own home  explanation: e-Cabinet — e-Estonia,cabinet
"context: loss of someone you love can cause what kind of feeling in your heart?  options: 1: painful 2: happy 3: blind 4: contagious 5: bring joy  explanation: Painful Synonyms, Painful Antonyms",painful
context: where in your home would you keep a ballpoint pen when not in use?  options: 1: backpack 2: bank 3: desk drawer 4: eat cake 5: office desk  explanation: Drawers hold unused items,desk drawer
"context: james was someone who was caught in his own delusions.  to him, the truth didn't do what what?  options: 1: work to advantage 2: matter to 3: help 4: free mind 5: further knowledge  explanation: matter to James was someone who was caught in his own delusions",matter to
"context: the flasks was used to distill elements, where was is being used?  options: 1: laboratory 2: chemistry lab 3: coat pocket 4: after hours speakeasy 5: bordello  explanation: available science chemistry lab",chemistry lab
context: what do you need to do to use television if it is already turned on?  options: 1: get wet 2: open eyes 3: kill 4: plug in 5: first turn on power  explanation: open eyes plug in,open eyes
"context: the guys had a regular poker game, rather than going to the movies this what their what?  options: 1: competition 2: fun game 3: losing money 4: fun 5: social event  explanation: social event was time passing",social event
context: when you stroke a dogs fur what have you done?  options: 1: start fighting 2: play 3: lots of attention 4: petted 5: bone  explanation: dog is stroke in petted,petted
context: dan fell off a bar stool.  he did this because he was what than ever before?  options: 1: kitchen 2: drunker 3: tavern 4: restaurant 5: shorter  explanation: Drunk Driving - Wikipedia,drunker
"context: the wood was still rough to the touch, what did the woodworker have to do?  options: 1: petrify 2: sanded 3: warp 4: composted 5: clean  explanation: final sanding with a fine grit belt makes",sanded
"context: the chief saw his entire tribe wiped out, he was a leader with a single what?  options: 1: peon 2: indian 3: minister 4: follower 5: employee  explanation: Every tribe always have a leader and a follower.",follower
"context: the flower grew tall to compete for sunlight, what did its neighbor do?  options: 1: blossom 2: park 3: open 4: cast shadow 5: vase  explanation: Shadow - Wikipedia",cast shadow
context: what kind of food makes someone sick?  options: 1: boat 2: necessary to live 3: edible 4: unhealthy 5: kitchen  explanation: Synonyms for unhealthy Thesaurus,unhealthy
context: what would it be if they get a surprising show over and over?  options: 1: surprise 2: fight 3: annoyance 4: might scare 5: irritated  explanation: ANNOYANCE | definition in the Cambridge English Dictionary,annoyance
context: sally thought that competing wasn't worth the risk. if she pushed more what might happen?  options: 1: pressure 2: trying harder 3: put harder 4: enemies 5: death  explanation: A Death - Wikipedia,death
context: when a group of people are talking at work they might be doing what?  options: 1: having a concert. 2: cough 3: sharing of ideas 4: speak 5: sneeze  explanation: sharing of ideas group of people are talking,sharing of ideas
context: what emotion leads to punching?  options: 1: fists 2: hitting 3: boxing gloves 4: anger 5: hands  explanation: anger emotion leads to punching,anger
"context: they kept doing things the same, she suggested they also try doing things what?  options: 1: differently 2: otherwise 3: expensive 4: only 5: mere  explanation: differently (adverb) definition and synonyms",differently
"context: dance can be elegant and specific, or you can just have fun and what?  options: 1: falling down 2: trip 3: fall down 4: move around 5: celebrate  explanation: Moving around is the opposite.",move around
context: why does having a disability sometimes making academic tasks hard for a person?  options: 1: mentally challenged 2: have choice 3: lots of space 4: hungry 5: acknowledgment  explanation: sometime disability is happened for mentally challenged,mentally challenged
context: what is the purpose of playing games for children?  options: 1: winning 2: learning 3: losing 4: fatigue 5: skill  explanation: children play the games to learn,learning
"context: if for some reason you were to start killing people, what would you be likely to receive?  options: 1: feelings of guilt 2: prison sentence 3: terrible 4: encouragement 5: die  explanation: Use prison in a sentence",prison sentence
context: when someone has little knowledge and is judging someone they are considered what?  options: 1: objectivity 2: knowing yourself 3: experience 4: ignorance 5: introduction  explanation: ignorancesomeone has little knowledge and is judging someone,ignorance
"context: when you do something and have fun, its something you?  options: 1: spontaneous 2: stop working 3: pay for 4: do like 5: do enjoy  explanation: We enjoy when we have fun.",do enjoy
context: when are people buying products more?  options: 1: debt 2: economic boom 3: being able to use 4: disagreements 5: trading  explanation: Economic Boom: Definition,economic boom
"context: the buildings were intended to not have residential kitchens in them, what were they designed for?  options: 1: large city 2: small 3: eat cake 4: university 5: town  explanation: university is an institution of higher",university
"context: animals come in all types, some fly thanks to their lightweight hollow what?  options: 1: tails 2: bones 3: eyes 4: heads 5: bodies  explanation: bones some fly thanks to their lightweigh",bones
context: where is a lake likely to be glacial?  options: 1: michigan 2: new york 3: new york 4: mountains 5: countryside  explanation: Mountains are hard like glaciers.,mountains
context: what does someone stop doing when being dead?  options: 1: moving 2: working 3: breathing 4: alive 5: deadworks  explanation: . breathingWhat does someone stop doing when being dead?,breathing
context: the place where my linen closet is really needs repainting a light color as it only has one overhead light.  options: 1: house 2: home 3: pool house 4: hallway 5: bedroom  explanation: hallway in a building is a long passage,hallway
context: punk rock music is an important part of what action sport?  options: 1: skate 2: listen 3: opera 4: opera 5: relax  explanation: skate is one of the important sport,skate
context: where might a mouse be found to make it country?  options: 1: kitchen 2: cook 3: computer lab 4: old barn 5: research laboratory  explanation: Find old barn stock images,old barn
context: where is a bird likely to make it's home?  options: 1: forest 2: nest 3: roof 4: leaves 5: sky  explanation: Tamil Nadu Forest Department,forest
context: what does everyone feel of monsters?  options: 1: looking for love 2: afraid of 3: good at 4: make pet 5: different  explanation: Afraid of/worried about-English,afraid of
context: what does 	drinking alcohol lead to?  options: 1: have fun 2: intoxication 3: vomiting 4: drinking more alcohol 5: nausea  explanation: drinking alcohol leads to intoxication,intoxication
context: where would your hear a bass clarinet along side other wood wind instruments?  options: 1: opera house 2: school band 3: music store 4: orchestra 5: bathroom stall  explanation: Deep Blue C Studio Orchestra - Welcome,orchestra
"context: the princess was pure, the evil wizard wished to do what to her?  options: 1: dirty 2: tarnish 3: corrupt 4: contaminated 5: applied  explanation: corruptprincess was pure, the evil wizard",corrupt
"context: the piece of paper was worth a lot of money, it was an old apple inc what?  options: 1: notebook 2: copy machine 3: stock certificate 4: ream 5: thumb drive  explanation: The piece of paper was worth a lot of money, it was an old Apple Inc stock certificate",stock certificate
"context: billy was an astronaut.  when he looked at the world from space, how did it look?  options: 1: diverse 2: round 3: square 4: orange 5: complicated  explanation: approximately round a round face",round
context: where is a good place to have a fireplace in a house?  options: 1: big house 2: train 3: cabin 4: living room 5: home  explanation: GOOD PLACE IS LIVING ROOM,living room
context: what do you do when you're going to market?  options: 1: buy food 2: see other people 3: buying vegetables 4: buy a fat pig 5: traveling  explanation: buy food you do when you're going to,buy food
"context: if i keep getting crumbs under my table, what should i put under it?  options: 1: conference 2: neighbor's house 3: rug 4: net 5: card room  explanation: Rug Store | At Home -",rug
context: james loved to surf but he wasn't good at it. he would always do what?  options: 1: wipe out 2: enjoy yourself 3: start fighting 4: get wet 5: drown  explanation: wipe outJames loved to surf but he wasn't good at it. He would always do what?,wipe out
context: what can happen if you are buying products that someone else does not want you to buy?  options: 1: joy 2: disagreements 3: agony 4: pleasure 5: owning  explanation: disagreement about the details,disagreements
"context: the child was getting many gifts for his birthday, his father reminded him to do what after opening each one?  options: 1: show appreciation 2: asking for 3: exchanging 4: say thank 5: smile  explanation: the girl have many birthday gift say thank to everyone",say thank
"context: bob stands in the grass surrounded by trees and nature, where is bob?  options: 1: rest area 2: desert 3: state park 4: fairgrounds 5: soccer game  explanation: California State Parks",state park
context: from where does a snowflake form?  options: 1: cloud 2: snow storm 3: billow 4: air 5: snowstorm  explanation: Cloud computing,cloud
"context: applying for a job can make someone feel what sort of emotion, even if they get it?  options: 1: working hard 2: frustration 3: rejection 4: defeat 5: stress  explanation: The American Institute of Stress",stress
"context: he picked up the perfect pebble, he planned to skip it across the entire small what?  options: 1: manual 2: lake 3: aquarium 4: pond 5: playground  explanation: pond is entirely small",pond
context: traveling from new place to new place is likely to be what?  options: 1: going somewhere 2: exhilarating 3: diarrhea 4: relocation 5: exhausting  explanation: traveling to new place is exhilarating,exhilarating
context: turkey only has a small northern part of their country located in part of the what?  options: 1: middle east 2: oven 3: balkan peninsula 4: provide meat 5: asia minor  explanation: Most smaller parts of a country are peninsula's.,balkan peninsula
context: the potato might be the official vegetable of what?  options: 1: vegans 2: kitchen cupboard 3: restaurants 4: chicken 5: maryland  explanation: Maryland is a Mid-Atlantic state,maryland
context: where is the sky most beautiful?  options: 1: planetarium 2: outdoors 3: atmosphere 4: night 5: photo  explanation: TA Outdoors - YouTube,outdoors
context: what type of fruit is easily broken in to sections?  options: 1: slide 2: citrus 3: band 4: orchestra 5: coconut  explanation: Citrus UPI based app is a smarter,citrus
"context: john was not happy with his marriage. he and his wife drifted apart.     all and all, recent turns could be described as what?  options: 1: inappropriate 2: sadness 3: unsatisfied 4: unfortunate 5: disenchanted  explanation: A Series of Unfortunate Events - Wikipedia",unfortunate
context: where is the closest place from where you could borrow salt?  options: 1: ocean water 2: table 3: shaker 4: neighbor's house 5: lake  explanation: neighbor's house the closest place from where you could borrow salt,neighbor's house
"context: no matter what date you put on it, we all know the universe to be what?  options: 1: very old 2: infiniverse 3: getting younger 4: infinite 5: real  explanation: Very old synonyms",very old
context: a meteor travels through galaxies which are a part of what?  options: 1: republic of ireland 2: sky 3: orbit 4: universe 5: school  explanation: galaxies is a part of universe,universe
context: what is a person considered a bully known for?  options: 1: ridiculous 2: false information 3: made fun of 4: brain tumor 5: bull rider  explanation: Synonyms for make fun Thesaurus,made fun of
context: farm land makes use of what?  options: 1: countryside 2: michigan 3: north dakota 4: farming areas 5: illinois  explanation: farm land constitutes farmig area,farming areas
context: where is knight always portrayed as a hero?  options: 1: middle ages 2: chess board 3: kids story 4: fairy tale 5: castle  explanation: fairy tale portrays as a hero,fairy tale
"context: james decided that competing was the right choice.   not competing has a defined outcome, but if he competes then what could happen?  options: 1: might win 2: perform better 3: enemies 4: winners and losers 5: lose  explanation: Will BJP win battleground 2019",might win
context: what happens when driving?  options: 1: lack of fuel 2: paint scratching 3: wheels turning 4: tire wear 5: traffic accident  explanation: HAPPEN TO WHEELTURN,wheels turning
context: why would one try to avoid work?  options: 1: making money 2: leave home 3: success 4: malaise 5: bad mood  explanation: Malaise - Wikipedia,malaise
context: sally was bored because she didn't like the junk that was on what?  options: 1: drawer 2: garage 3: caddy 4: bed 5: television  explanation: Televisions | Croma Electronics,television
context: john felt a snake slither over him as he rested.  he was afraid to raise his covers for fear of startling it.  where might he be?  options: 1: pet shops 2: oklahoma 3: basement 4: bedroom 5: dreams  explanation: it is in his bedroom,bedroom
context: where can you find a place to eat in an urban area close to local nightlife?  options: 1: city 2: downtown 3: mall 4: shopping center 5: own house  explanation: DOWNTOWN IS THE PLACE FOR GETTING THE FOOD,downtown
context: how will you communicate if you are far away from who you want to communicate with?  options: 1: think 2: talk with people 3: talk to people 4: speak out 5: send email  explanation: send email communicate if you are far away from who you want to communicate,send email
"context: he came from old money and had a fortune, but he made new money making shrewd trades where?  options: 1: eat cake 2: cookie 3: stock market 4: real estate 5: treasure chest  explanation: stock market cookie",stock market
"context: if you really wanted a grape, where would you go to get it?  options: 1: winery 2: fruit stand 3: field 4: kitchen 5: food  explanation: fruit standIf you really wanted a grape, where would you go to get it",fruit stand
context: what would you do to a rock when climb up a cliff?  options: 1: grab 2: look down 3: throw 4: falling 5: may fall  explanation: grabWhat would you do to a rock when climb up a cliff?,grab
"context: the man closed his eyes as the music played, what effect did the music have?  options: 1: coma 2: enjoyable 3: soothing 4: universal 5: good or bad  explanation: Definition of soothing",soothing
context: what is another name for a disk for storing information?  options: 1: computer store 2: computer to store data 3: computer hard drive 4: cd player 5: usb mouse  explanation: Another name of storing device is computer hard drive.,computer hard drive
"context: A human wants to submerge himself in water, what should he use?  options: 1: whirlpool bath 2: coffee cup 3: cup 4: soft drink 5: puddle  explanation: Whirlpool bath definition",whirlpool bath
"context: A child wants to play, what would they likely want?  options: 1: fall down 2: breathe 3: play tag 4: be dismembered by a chainsaw 5: become adult  explanation: tag different ways to play tag",play tag
context: Which large land mass is home to the most monkeys?  options: 1: amazon basin 2: friend's house 3: lift number 3 4: research laboratory 5: african continent  explanation: Geography for Kids: African,african continent
"context: Because John was first violin, he had to bring something important to work ever day. What did he need to bring to work?  options: 1: music store 2: obesity 3: symphony orchestra 4: ochestra 5: violin case  explanation: he needs a violin case",violin case
context: Where would you go if you wanted to have fun with a few people?  options: 1: watching television 2: good 3: cinema 4: friend's house 5: fairgrounds  explanation: friend's house wanted to have fun with a few people,friend's house
context: Where is a good idea but not required to have a fire extinguisher?  options: 1: school bus 2: boat 3: house 4: hospital 5: school  explanation: house doesnt need to have fire extinguisher,house
context: Where can a human find clothes that aren't pants?  options: 1: pants shop 2: on planet earth 3: dress shop 4: school 5: train wreck  explanation: dress shop can a human find clothes that aren't pants,dress shop
"context: The teens were trying to hide that they get drink, but when they walked in the door their what gave it away?  options: 1: health 2: fall down 3: stagger 4: get arrested 5: vomit  explanation: drunk people staggers",stagger
context: What do people aim to do at work?  options: 1: complete job 2: learn from each other 3: kill animals 4: wear hats 5: talk to each other  explanation: people aim to complete job in work,complete job
context: August needed money because he was afraid that he'd be kicked out of his house. What did he need money to do?  options: 1: control people 2: pay bills 3: hurt people 4: buy food 5: get things  explanation: buy food pay bills,pay bills
context: What is likely to satisfy someone's curiosity?  options: 1: hear news 2: read book 3: see favorite show 4: comedy show 5: go somewhere  explanation: News - Wikipedia,hear news
"context: Blue read material outside of his comfort zone because he wanted to gain what?  options: 1: new perspective 2: entertained 3: understanding 4: hunger 5: tired eyes  explanation: New Perspective"" is a song by American rock b",new perspective
"context: The man had a fear of illness, so he never visited friends who were a what?  options: 1: sick person 2: hospital 3: elderly person 4: graveyard 5: doctor's office  explanation: person suffering from an illness",sick person
context: Who is likely to be excited about a crab?  options: 1: fish market 2: pet shop 3: fishmongers 4: intertidal zone 5: obesity  explanation: fishmongers excites about a crab,fishmongers
context: What must someone do before they shop?  options: 1: get money 2: have money 3: bring cash 4: go to market 5: bring cash  explanation: Making Money Online,get money
context: If you are in a bar in a glove shaped state where are you?  options: 1: in my pocket 2: michigan 3: new york city 4: restaurant 5: public house  explanation: Education + Business (E+B) | Michigan Ross,michigan
context: James wanted to find an old underground map from the 50s. Where might he look for one?  options: 1: library 2: subway station 3: county engineer's office 4: super market 5: home  explanation: We generally found old maps in a library.,library
context: What would you be unable to do if you have too much greed?  options: 1: keep things 2: make friends 3: play poker 4: conquer opponent 5: lie  explanation: Meet New People & Make Friends in Chennai,make friends
"context: What is someone who isn't clever, bright, or competent called?  options: 1: clumsy 2: ineffectual 3: dull 4: clumsy 5: stupid  explanation: stupid is not a clever",stupid
context: After he got hired he hoped for success at his what?  options: 1: vocation 2: new job 3: michigan 4: working hard 5: manual  explanation: After he got hired he hoped for success at his new job,new job
context: What island country is ferret popular?  options: 1: own home 2: north carolina 3: great britain 4: hutch 5: outdoors  explanation: great britain is the ferret populer,great britain
context: Where would you find a single shower curtain being used?  options: 1: bathtub 2: washing area 3: hotel 4: shower stall 5: department store  explanation: i finds a bathtub in a single shower,bathtub
"context: If I was getting drunk, and people couldn't understand me, what might I be having?  options: 1: a seizure 2: slurred speech 3: death 4: forgetfulness 5: pass out  explanation: slurred speech getting drunk, and people couldn't understand",slurred speech
context: A mountie got off at a subway stop. What city might he be in?  options: 1: urban area 2: metropolis 3: chicago 4: new york city 5: toronto  explanation: Toronto a mountie got off at a subway stop,toronto
context: What do you want someone to do when you illustrate point?  options: 1: did not understand 2: accepting 3: make clear 4: understood 5: understanding  explanation: we need a understanding,understanding
context: Crabs live in what sort of environment?  options: 1: maritime 2: bodies of water 3: saltwater 4: galapagos 5: fish market  explanation: Saltwater crocodile - Wikipedia,saltwater
context: What is the result of applying for job?  options: 1: anxiety and fear 2: increased workload 3: praise 4: less sleep 5: being employed  explanation: being employed applying for job,being employed
"context: If there is a place that is hot and arid, what could it be?  options: 1: bland 2: lifeless 3: sandy 4: neutral 5: freezing  explanation: Lifeless | Definition of Lifeless by Merriam-Webster",lifeless
"context: If you want harmony, what is something you should try to do with the world?  options: 1: take time 2: make noise 3: make war 4: make peace 5: make haste  explanation: Dempsey and Makepeace - Wikipedia",make peace
context: The kids didn't clean up after they had done what?  options: 1: learn things 2: play games 3: disneyland 4: play with toys 5: talking  explanation: Diana play with New Toy Bus,play with toys
context: He was beginning to regret taking the fight when he saw how what his opponent was?  options: 1: fun 2: joy 3: satisfaction 4: confident 5: pride  explanation: Confident Group: Top Builders,confident
context: Where is a doormat likely to be in front of?  options: 1: facade 2: front door 3: doorway 4: entrance porch 5: hallway  explanation: Your front door makes an entrance,front door
context: Friday was James's 5th Anniversary. They planned on going to bed early so that they could spend a long time doing what?  options: 1: rest 2: insomnia 3: making love 4: sleeping in 5: texting  explanation: Urban Dictionary: making love,making love
