source_text,target_text
context: if i were to spit a lot without noticing i may have extra what?  options: 1: phlegm 2: saliva nd mouth 3: disease 4: germs 5: spittle  explanation: This word is Most relavant,saliva nd mouth
context: why do young people swallow semen ?  options: 1: you're into 2: prostitute 3: you're curious 4: curiosity 5: heterosexual woman in love  explanation: Youthful inexperience,you're curious
context: what is the animal trying to accomplish?  options: 1: sand trap 2: live long 3: leave home 4: feel pain 5: eating  explanation: Rivers flow trough valleys.,live long
"context: if a house has a subscription, what likely shows up in the driveway every morning?  options: 1: subdivision 2: newspaper 3: street 4: laundry mat 5: surface of earth  explanation: If a house has a subscription,newspaper likely shows up in the driveway every morning",newspaper
context: what does a person do when they feel dirty?  options: 1: feel lucky 2: cross street 3: wash themselves 4: eat 5: wonder what happened  explanation: Rivers flow trough valleys.,wash themselves
"context: after the weight cut he was worried about his energy levels, but this was part of participating in a what?  options: 1: work 2: wrestle 3: play sports 4: matter 5: sleep  explanation: energy omits well",wrestle
context: what does a person do to stay healthy?  options: 1: fever 2: eat every day 3: excited 4: headache 5: expressive  explanation: get necessary to nutrition,eat every day
"context: if a person stutters when he experiences anxiety or excitement, he'll have difficult doing what?  options: 1: express information 2: dance 3: library 4: go somewhere 5: study  explanation: Need ERP consulting?",express information
context: where can you keep letter opener when it likely to be needed soon?  options: 1: office supply store 2: stationery store 3: dek 4: martyr's chest 5: refrigerator  explanation: Inside means inner part,dek
"context: danny found that the carpet did not ,match the drapes, which was disappointing, because this place was expensive.  but it was the only place in town that wasn't booked solid for the week and he needed it while he was in town, so he couldn't complain.   where might this place be?  options: 1: brothel 2: restaurant 3: building 4: bowling alley 5: at hotel  explanation: Did not have the aesthetic he was hoping for.",at hotel
"context: nature can be good and bad for the person who walks, what are some things?  options: 1: seeing bear 2: see beautiful views 3: get wet 4: getting lost 5: murdered by a landshark  explanation: A person is a human",see beautiful views
context: nature creates more beautiful structures than those that are what?  options: 1: artificial 2: indoors 3: city 4: man made 5: eat cake  explanation: E-Man - Wikipedia,man made
context: the water in clouds turn in to what when it gets cold?  options: 1: typhoon 2: snowflake 3: laddle 4: teardrops 5: sink  explanation: Rivers flow trough valleys.,snowflake
context: what southern u.s. state is know for having many swamps?  options: 1: wetlands 2: new york 3: michigan 4: louisiana 5: river delta  explanation: It is a swamp and wetland region,louisiana
context: when going to sleep what happens to your body?  options: 1: snoring 2: latency 3: dreams 4: relaxation 5: dreaming  explanation: body is human part,relaxation
context: where is a monkey likely to enjoy being?  options: 1: banana tree 2: sailor suit 3: theatre 4: mulberry bush 5: research laboratory  explanation: This word is Most relavant,banana tree
context: the earth is one planet in what?  options: 1: tree 2: orbit 3: solar system 4: fotograph 5: dreams  explanation: the earth is big,solar system
context: where would you put a container can after you buy it?  options: 1: pantry 2: store 3: gas 4: liquid 5: garage  explanation: Z Tech Window Tinting,garage
context: what could happen if someone is seeing new presents at a birthday party?  options: 1: envy 2: jealousy 3: education 4: fear 5: excitement  explanation: This word is Most relavant,excitement
context: the table wasn't level.  some parts were higher and some were lower with no rhyme or reason.   it was very what?  options: 1: electrical circuit 2: build evenly 3: uneven 4: unbalanced 5: tilted  explanation: This word was most relevant.,uneven
"context: james know that committing murder was wrong, but he thought that he could get away with it.  he was really troubled  and fearful because of what?  options: 1: happiness 2: problems 3: prosecution 4: distress 5: misery  explanation: This word is Most relavant",prosecution
context: how can someone die from eating hamburger?  options: 1: gas 2: getting full 3: mad cow disease 4: death 5: feel full  explanation: It is a sickness.,mad cow disease
context: paul wants carrots and doesn't need to drive anywhere. he gets them from where?  options: 1: refrigerator 2: store 3: farmer's market 4: supermarket 5: dryer  explanation: drive is good,refrigerator
"context: the two played video games all night in the living room, he enjoyed visiting where?  options: 1: formal seating 2: friend's house 3: movies 4: home 5: apartment  explanation: correct but mean different things",friend's house
"context: the weasel ran up away from danger, somebody joked only our first president could get him down from the what?  options: 1: washington dc 2: ladder 3: natural history museum 4: cherry tree 5: chicken coop  explanation: this word is more relevant",cherry tree
"context: george checked the rotor of the apache, which wasn't powered by internal combustion, but by what?  options: 1: jet engine 2: helicopter 3: electric motor 4: rotator 5: electrical circuit  explanation: This word is Most relavant",jet engine
context: the poker dealer spread the flop of cards across the what?  options: 1: players 2: play games 3: casino 4: table 5: toy store  explanation: Come and learn here the 7 times table,table
context: where is a salt shaker most often kept?  options: 1: cruet 2: table setting 3: kitchen cupboard 4: cabinet 5: store  explanation: This word is Most relavant,table setting
context: what is unlikely to get bugs on its windshield due to bugs' inability to reach it when it is moving?  options: 1: airplane 2: scooter 3: motorboat 4: car 5: motor vehicle  explanation: airplane scooter motorboat,airplane
context: where can a bath towel be borrowed?  options: 1: cupboard 2: at hotel 3: swimming pool 4: clothes line 5: backpack  explanation: Rivers flow trough valleys.,at hotel
context: where would you use a folding chair but not store one?  options: 1: beach 2: city hall 3: closet 4: garage 5: school  explanation: body of water which consists,beach
"context: if you spend a long time shopping in uncomfortable shoes, you might develop what?  options: 1: tiredness 2: calluses 3: bankruptcy 4: standing in line 5: sleepyness  explanation: This option is better to this task.",calluses
context: what does impeachment mean for the president?  options: 1: vote 2: election 3: trouble 4: board room 5: corporation  explanation: against a government official,trouble
context: noble citizen of the roman empire believed those born with lower status were what to them?  options: 1: loser 2: ignoble 3: peasant 4: inferior 5: plebeian  explanation: he Romans had lots of different gods and goddesses,inferior
"context: where is hard to read note likely to be?  options: 1: fridge 2: sheet music 3: desk 4: bed 5: medical chart  explanation: Physical Examination, medical history",medical chart
context: how does someone go about buying beer?  options: 1: have no money 2: pants 3: relaxation 4: lose money 5: spend money  explanation: Save more than pennies,spend money
context: if there is gum on your shoe where did it likely come from?  options: 1: shelf 2: movies 3: sidewalk 4: water fountain 5: table  explanation: This word is Most relavant,sidewalk
context: what is main benefit to exercising?  options: 1: losing weight 2: healthy 3: get in shape 4: weight loss 5: sweat  explanation: TO GET THE ENERGY,get in shape
"context: steve thought that it was possible, but he agreed that it was what?  options: 1: no go 2: unable 3: unlikely 4: impossibility 5: cant do  explanation: four random words still don't work",unlikely
context: what region of a west coast u.s. city would you find a japanese restaurant?  options: 1: california 2: tokio 3: downtown 4: narnia 5: large town  explanation: Rivers flow trough valleys.,downtown
context: what is a tactic used to interfere with learning about science?  options: 1: repetition 2: sense of wonder 3: accidents 4: intimidation 5: increased knowledge  explanation: Rivers flow trough valleys.,intimidation
context: what do parents tell a child to do on the weekend?  options: 1: study 2: begin school 3: go out to play 4: row boat 5: clean room  explanation: Rivers flow trough valleys.,go out to play
context: where might an alien use a vacuum?  options: 1: space 2: closet 3: kitchen 4: orbit 5: container  explanation: space might an alien use a vacuum,space
context: where do you buy condoms?  options: 1: supermarket 2: sock drawer 3: cd store 4: medicine chest 5: bedroom  explanation: condoms are useful,supermarket
context: what animal is known for being a follower?  options: 1: goat 2: expensive 3: lion 4: wolf 5: meadow  explanation: Rivers flow trough valleys.,goat
"context: the soldier was told to get to the rendezvous point, for there he was suppose to what?  options: 1: fight enemy 2: go to war 3: fight for freedom 4: wait for orders 5: follow instructions  explanation: Rivers flow trough valleys.",wait for orders
context: if you want to kill someone you can do what to them with a gun?  options: 1: sip through 2: damnation 3: shoot 4: commit crime 5: eat breakfast  explanation: Rivers flow trough valleys.,shoot
"context: he wanted to live somewhere were every yard was uniform in size and landscaping, where should he look for a house?  options: 1: city 2: three feet 3: subdivision 4: parking garage 5: michigan  explanation: Rivers flow trough valleys.",subdivision
context: what was the man encouraged to do after he expressed his anger violently?  options: 1: cool off 2: punch 3: illustrate point 4: fight 5: release energy  explanation: Rivers flow trough valleys.,cool off
context: where can a student learn to play a triangle?  options: 1: math class 2: math book 3: in pythagorus' band 4: orchestra 5: music class  explanation: Rivers flow trough valleys.,music class
"context: if while driving to work another car makes a careless maneuver, what emotion might you feel?  options: 1: boredom 2: happiness 3: transportation cost 4: getting there 5: road rage  explanation: Rivers flow trough valleys.",road rage
context: where would you find the sharpest parts of a triangle?  options: 1: three vertices 2: point 3: 3 sides 4: three sides 5: math book  explanation: Triangles are the strongest shape,three vertices
context: how might a automobile get off a freeway?  options: 1: exit ramp 2: garage 3: driveway 4: repair shop 5: stop light  explanation: automobile is a machine,exit ramp
context: what does going to bed with your spouse for sex lead to?  options: 1: bad dreams 2: a good nights sleep 3: rest 4: sleepiness 5: get pregnant  explanation: This word was most relevant.,get pregnant
context: what event might one buy tickets for seats?  options: 1: park 2: show 3: auditorium 4: movies 5: rest area  explanation: You buy tickets for a show,show
"context: the merchant wanted to open in a high-traffic space, where did he rent space?  options: 1: mall 2: business 3: store 4: sale 5: sell goods  explanation: mall sale store",mall
"context: the newlyweds began copulating their marriage, they wanted many what?  options: 1: babies 2: odors 3: sadness 4: rapport 5: ejaculation  explanation: Rivers flow trough valleys.",babies
context: where could you find a shark before it was caught?  options: 1: pool hall 2: tomales bay 3: marine museum 4: business 5: desert  explanation: The Perfect Weekend Getaway,tomales bay
context: where is one likely to find poker chips?  options: 1: supermarket 2: pantry 3: motherboard 4: bar 5: bar  explanation: Rivers flow trough valleys.,bar
context: where can one obtain a bass fiddle?  options: 1: jazz band 2: string quartet 3: group band 4: nursery rhyme 5: music store  explanation: THIS IS BETTER ANSWER,music store
context: if someone laughs after surprising them they have a good sense of what?  options: 1: joy 2: fight 3: frightened 4: humor 5: laughter  explanation: Rivers flow trough valleys.,humor
context: people played a variety of games in the soccer field.  it was the closest thing they had to what?  options: 1: town 2: beach 3: park 4: near 5: outside  explanation: This word was most relevant.,park
context: what is likely to have a better school cafeteria?  options: 1: high school 2: canteen 3: polytechnic 4: large room 5: all kinds of schools  explanation: This option is better to this task.,polytechnic
"context: she wanted to get in shape, but she couldn't stay focused on the hour long what?  options: 1: sweating 2: excercise 3: work out 4: video 5: swim  explanation: Inside means inner part",work out
context: what is a salesman responsible to do at work?  options: 1: traveling to chicago 2: get fired 3: books 4: sell products 5: service account  explanation: Register & Grow your business today,sell products
context: how does going jogging generally affect one's self esteem?  options: 1: feel better 2: feel pride 3: sweating 4: ocean 5: arthritis  explanation: they going jogging in ground,feel better
context: where would you find people standing in a line outside?  options: 1: bus depot 2: end of line 3: opera 4: neighbor's house 5: meeting  explanation: RTD | Union Station,bus depot
context: if you are committing perjury you have done what while under oath?  options: 1: crime 2: disrespect judge 3: embarrassment 4: lie 5: indictment  explanation: This word is Most relavant,lie
"context: where can you find the meaning of ""ficus""?  options: 1: dictionary 2: apartment 3: libary 4: middle east 5: arboretum  explanation: vines belonging to the genus Ficus.",dictionary
"context: the child felt like it was all pretend, he didn't understand what?  options: 1: people believe 2: daydreams 3: transcendentalism 4: laughter 5: religion  explanation: Rivers flow trough valleys.",religion
context: why do some people get passports and go to different locations?  options: 1: believe in god 2: smoke marijuana 3: desire to travel 4: use weapons 5: throw away  explanation: Here is a treasure trovE,desire to travel
context: where do apples form on an apple tree?  options: 1: south africa 2: sunshine 3: new york 4: bloom 5: trunk  explanation: This word is Most relavant,bloom
context: where areas are there likely to be many nightclubs?  options: 1: manhattan 2: drink and dance 3: alcohol 4: major city 5: downtown area  explanation: B major - Wikipedia,major city
context: what can machines do that humans cannot?  options: 1: fail to work 2: perform work 3: answering questions 4: see work 5: fly  explanation: machine fly but humans not,fly
context: when a person suffers from hunger early in the day what do they do?  options: 1: eat hamburger 2: eat breakfast 3: open fridge 4: buy food 5: cook dinner  explanation: This word is Most relavant,eat breakfast
context: how would you express information if you do not have a pen or pencil?  options: 1: may disagree 2: close mouth 3: write down 4: talk 5: eyes  explanation: i will make drawing,talk
context: why does someone want to examine thing closely?  options: 1: buy 2: learn about 3: buy 4: complex 5: interesting  explanation: learn more about that,learn about
context: what is the opposite of a little of something?  options: 1: much 2: plenty 3: more 4: big 5: lot of  explanation: Rivers flow trough valleys,lot of
"context: during the winter hunt he could hear every motion in the woods, this was because of the what of everything?  options: 1: being still 2: silence 3: stationary 4: stillness 5: standing still  explanation: This option is better to this task.",stillness
"context: if a car-less person want to listen to talk radio in private, where might they listen to it?  options: 1: trunk 2: bedroom 3: diner 4: space shuttle 5: shop  explanation: bedroom diner space shuttle",bedroom
context: if you own a cat where is the last place you'd want to find it?  options: 1: trouble 2: dog's mouth 3: backyard 4: nature 5: home  explanation: mostly cat eat by dog,dog's mouth
context: where would you find a kosher deli along side a number of different places to eat?  options: 1: los angeles 2: food court 3: new york city 4: jewish community 5: jewish neighborhoods  explanation: jews eat,food court
context: what is the feeling of one having fun?  options: 1: smiling 2: pleasure 3: hurt 4: injuries 5: laughter  explanation: This word is Most relavant,pleasure
context: christians believe you will go to heaven if you're what?  options: 1: unable to work 2: born again 3: change of color 4: dead 5: no longer exist  explanation: regeneratio human spirit,born again
"context: sarah gave her brother a guy to her home.  while she was gone, he used it to do what?  options: 1: front door 2: turn lock 3: solution to problem 4: install 5: open doors  explanation: Rivers flow trough valleys.",open doors
context: when did mammoth's live?  options: 1: boscage 2: forest 3: prehistory 4: prehistoric times 5: ancient times  explanation: mammoth good animal,ancient times
"context: after killing people, the murderer went to church after feeling what?  options: 1: murder 2: remorse 3: religious 4: retaliation 5: anguish  explanation: Rivers flow trough valleys.",remorse
context: what might result in an unsuccessful suicide attempt?  options: 1: die 2: interruption 3: bleed 4: hatred 5: dying  explanation: Repai B interruption,interruption
context: bart entered his horse into the contest.  where did he do this?  options: 1: circus 2: in kentucky 3: western movie 4: central park 5: state fair  explanation: Rivers flow trough valleys.,state fair
context: all the power tools like the drill used for fixing cars made for a very loud workplace where?  options: 1: basement 2: work shop 3: tool shed 4: repair shop 5: store room  explanation: This option is better to this task.,repair shop
"context: a farmer sees a weasel in the woods, where is the farmer?  options: 1: chicken coop 2: beach 3: fairytale 4: great outdoors 5: corn fields  explanation: woods are must",great outdoors
context: where might someone store a reusable shopping bag?  options: 1: supermarket 2: home 3: mart 4: obesity 5: closet  explanation: reusable product things,closet
context: how could you have fun by yourself with no one around you?  options: 1: fairgrounds 2: watching television 3: tired 4: enjoyable 5: friend's house  explanation: This word is Most relavant,watching television
"context: marathoners feel fatigued after running twenty six miles, but some that have pushed them self too hard might be prone to what?  options: 1: excruciating pain 2: passing out 3: death 4: drunk 5: exhaustion  explanation: Reflex syncope - Wikipedia",passing out
"context: i am cold, what should i do to stay warm?  options: 1: stay in bed 2: light fire 3: freezer 4: lay on ice 5: spit  explanation: inder is light, dry materia",light fire
"context: copulating with the wrong partner may be ill advised, many diseases can be transferred that can cause different types of what?  options: 1: intense pleasure 2: ejaculation 3: period of rest 4: enjoyment 5: skin irritation  explanation: Rivers flow trough valleys.",skin irritation
context: what do audiences clap for?  options: 1: cinema 2: theatre 3: movies 4: show 5: hockey game  explanation: Audiences performance,show
"context: hoping for a beautiful day, what did the clouds do that disappointed everyone?  options: 1: homely 2: overcast 3: hideous 4: overrated 5: misshapen  explanation: Rivers flow trough valleys.",overcast
context: what type of demands to the unions need to be making to go off strike?  options: 1: reasonable 2: more money 3: not go to work 4: return to work 5: union  explanation: the question talks about what he DEMANDS to get out of the strike,reasonable
"context: the poor girls needed a light to see, what was the relationship between that light and finishing her homework?  options: 1: darkness 2: cumbersome 3: obesity 4: forceful 5: crucial  explanation: Rivers flow trough valleys.",crucial
context: who is not famous for a superhighway with no speed limit?  options: 1: europe 2: germany 3: industrialized country 4: city 5: america  explanation: Rivers flow trough valleys.,america
"context: the low trickle of water revealed a stone, where was the stone found?  options: 1: ocean 2: gallbladder 3: driveway 4: river bed 5: creek bed  explanation: Rivers flow trough valleys.",creek bed
context: where is a drug kept in a home bathroom?  options: 1: nursery 2: ghetto 3: cupboard 4: pharmacy 5: medicine cabinet  explanation: This word is Most relavant,medicine cabinet
context: when cooking sheep meat a lot of people might want to be well?  options: 1: ram 2: lamb 3: done 4: ram 5: wolf  explanation: This word was most relevant.,done
"context: computers have allowed everybody to answer questions they have quickly, but still we seem to be getting duller despite access to this what?  options: 1: economic boom 2: advance knowledge 3: produce sound 4: teach 5: follow instructions  explanation: Being able to apply",advance knowledge
"context: there was a long cottage somewhere.  people thought it was haunted.  it was overgrown, there was nothing near it.  it's was far into the what?  options: 1: mountains 2: countryside 3: train 4: painting 5: village  explanation: hey explored the surrounding",countryside
context: james is carrying a duffel bag with him because he doesn't have a vehicle of his own and needs a bag to carry his things in while he uses what?  options: 1: library 2: transit 3: bus station 4: army barracks 5: locker room  explanation: Get upcoming departure times,transit
"context: the lion sensed his competitor was timid, so what attitude did the lion take?  options: 1: reckless 2: bellicose 3: defensive 4: aggressive 5: dauntless  explanation: This word was most relevant.",aggressive
context: why would you not trust your friends after chatting with friends?  options: 1: fever 2: smoke 3: laughing 4: coughing 5: lie  explanation: friends are good,lie
context: at a shop what can you buy to put your spare unused things?  options: 1: basement 2: cardboard box 3: ocean floor 4: high school 5: container  explanation: Results are changed,container
context: what is a prisoner sentenced to do?  options: 1: scape jail 2: dream of freedom 3: become a hairdresser 4: attempt to escape 5: do time  explanation: finition of do t,do time
context: jesse  enjoyed remembering the past because he helped him understand it.  and understanding the past helped him with doing what?  options: 1: phoning 2: nostalgia 3: writing down 4: active 5: being prepared  explanation: Rivers flow trough valleys.,being prepared
context: where would you find many varieties of plants including a rosebush?  options: 1: kew gardens 2: garder 3: backyard 4: shop 5: beautiful garden  explanation: This word is Most relavant,beautiful garden
"context: if i did not have a rosebush, where would i get one?  options: 1: pot 2: museum 3: garden center 4: formal garden 5: backyard  explanation: Rockin E Country Store",garden center
context: what does a person with a what likely do?  options: 1: feel important 2: trust himself 3: own house 4: electrical circuit 5: know what time  explanation: This word was most relevant.,know what time
context: what are cats often known for?  options: 1: whiskers 2: sharp teeth 3: purr 4: four legs 5: sharp claws  explanation: Rivers flow trough valleys.,sharp claws
"context: as he looked out the window, he knew the landing was happening soon, and it made him nervous, but where would he be soon?  options: 1: apartment building 2: disembark 3: stairwell 4: deplane 5: airport  explanation: nervous is good",airport
context: where can you find a dogs house?  options: 1: found outside 2: faithful 3: frightening 4: cold 5: four legs  explanation: Rivers flow trough valleys.,found outside
"context: his compressor needed a new hose, where did he go?  options: 1: garden shed 2: hardware store 3: brothel 4: garage 5: greenhouse  explanation: This word was most relevant.",hardware store
context: Where could you find a toilet that only friends can use?  options: 1: rest area 2: school 3: stadium 4: apartment 5: hospital  explanation: unit is a self-contained housing unit that,apartment
"context: Sean was in a rush to get home, but the light turned yellow and he was forced to do what?  options: 1: take time 2: dawdle 3: go slowly 4: ocean 5: slow down  explanation: is a song by American singer",slow down
"context: Though the thin film seemed fragile, for it's intended purpose it was actually nearly what?  options: 1: indestructible 2: durable 3: undestroyable 4: indestructible 5: unbreakable  explanation: is the fourth studio",indestructible
context: What is a place that has a bench nestled in trees?  options: 1: state park 2: bus stop 3: bus depot 4: statue 5: train station  explanation: Rivers flow trough valleys,state park
context: Where can I put this penny to save for later?  options: 1: piggy bank 2: wallet 3: toy 4: ground 5: pocket  explanation: penny s a thing,piggy bank
context: Where does a wild bird usually live?  options: 1: cage 2: sky 3: countryside 4: desert 5: windowsill  explanation: Rivers flow trough valleys.,countryside
context: What is a place that usually does not have an elevator and that sometimes has a telephone book?  options: 1: at hotel 2: kitchen 3: library 4: telephone booth 5: house  explanation: its a place to have it,house
"context: He needed more information to fix it, so he consulted the what?  options: 1: chickens 2: google 3: newspaper 4: online 5: manual  explanation: This option is better to this task.",manual
context: What continent has the most castles?  options: 1: fairy tale 2: edinburgh 3: germany 4: europe 5: antarctica  explanation: because of the tradition,europe
context: When wildlife reproduce we often refer to what comes out as what?  options: 1: raise children 2: have children 3: photo copy 4: offspring 5: accidently got pregnant somehow  explanation: this word is more relevant,offspring
context: When drinking booze what can you do to stay busy?  options: 1: reach tentative agreement 2: stay in bed 3: stop bicycle 4: examine thing 5: suicide  explanation: Creatine Supplement,examine thing
"context: The artist was sitting quietly pondering, then suddenly he began to paint when what struck him?  options: 1: sadness 2: anxiety 3: inspiration 4: discomfort 5: insights  explanation: Rivers flow trough valleys.",inspiration
context: Where would a person be doing when having to wait their turn?  options: 1: have patience 2: get in line 3: sing 4: stand in line 5: turn left  explanation: This option is better to this task.,stand in line
context: Aside from water and nourishment what does your dog need?  options: 1: bone 2: charm 3: petted 4: lots of attention 5: walked  explanation: Nourishment is a work,lots of attention
"context: Despite the name a pawn can be quite versatile, all the parts are important in a what?  options: 1: chess game 2: scheme 3: chess set 4: checkers 5: north carolina  explanation: This word was most relevant.",chess game
context: Billy set aside a block of time for having fun after work. Why might he do this?  options: 1: happiness 2: stress relief 3: pleasure 4: ocean 5: may laugh  explanation: This word was most relevant.,stress relief
context: Reading newspaper one of many ways to practice your what?  options: 1: literacy 2: knowing how to read 3: money 4: buying 5: money bank  explanation: newspaper have news,literacy
"context: If you're remembering something, it's because of your what of it to begin with?  options: 1: knowledge 2: knowing 3: forgetful 4: pleasure 5: depression  explanation: A person is a human",knowing
context: Where can you find a number of wind instruments together in public?  options: 1: music store 2: create music 3: zoo 4: music room 5: symphony  explanation: This word was most relevant.,symphony
context: Where would you expect to find white mice?  options: 1: bell cat 2: bush 3: attic 4: countryside 5: laboratory  explanation: this word is more relevant,laboratory
context: Bob the lizard lives in a warm place with lots of water. Where does he probably live?  options: 1: rock 2: tropical rainforest 3: jazz club 4: new mexico 5: rocky places  explanation: maximum water gain,tropical rainforest
context: Committing perjury is a serious what?  options: 1: indictment 2: crime 3: violence 4: lie 5: go to jail  explanation: Students do everything,crime
"context: Anybody could be hired in the kitchen, what was needed of them?  options: 1: forget 2: oil squeaky hinge 3: question authority 4: wash dishes 5: oik squeaky hinge  explanation: Soak pots and pans",wash dishes
"context: The freeway had no traffic and few buildings, where is it?  options: 1: california 2: countryside 3: big town 4: florida 5: america  explanation: Z Tech Window Tinting",countryside
"context: The man in the white suit was very lazy. He did nothing useful. Meanwhile, the ban in the blue had put in effort and was very what?  options: 1: restless 2: active 3: lazybutt 4: productive 5: hard work  explanation: they weired white suite",productive
context: You'll find a landing at the top of what?  options: 1: ocean 2: apartment building 3: stairwell 4: airport 5: room  explanation: THIS IS BETTER ANSWER,stairwell
context: Where can you find a snake in tall grass?  options: 1: tree 2: in a jar 3: pet shops 4: feild 5: tropical forest  explanation: THIS IS BETTER ANSWER,feild
context: If you are prone to postpone work what will you have to do in order to finish on time?  options: 1: eat 2: hasten 3: antedate 4: bring forward 5: advance  explanation: delay an event and plan or decide that,hasten
context: Where are you likely to find a hamburger?  options: 1: fast food restaurant 2: pizza 3: ground up dead cows 4: mouth 5: cow carcus  explanation: This word is Most relavant,fast food restaurant
context: What could committing murder prevent someone from doing?  options: 1: go to jail 2: cry 3: find god 4: guilty conscience 5: problems  explanation: the killer goes to hell,find god
context: What do animals do when an enemy is approaching?  options: 1: feel pleasure 2: procreate 3: pass water 4: listen to each other 5: sing  explanation: Couples are advised,listen to each other
context: Where is a human likely to go as a result of being hungry?  options: 1: eat in restaurant 2: make bread 3: have lunch 4: cook dinner 5: friends house  explanation: A person is a human,eat in restaurant
context: Where would you put pans if you want to bring them with you?  options: 1: cooking 2: cook food 3: kitchen 4: backpack 5: drawer  explanation: Buy from the latest,backpack
context: The teacher doesn't tolerate noise during a test in their what?  options: 1: movie theatre 2: bowling alley 3: factory 4: store 5: classroom  explanation: Rivers flow trough valleys.,classroom
"context: It was a long trip from the farm, so he stayed in a hotel when he arrived at the what?  options: 1: bed away from home 2: wwii bunker 3: resort 4: las vegas 5: city  explanation: its a place to take rest",city
context: Talking to the same person about the same thing over and over again is something someone can what?  options: 1: social life 2: friendship 3: eye contact 4: get tired of 5: learn lessons from  explanation: dreams rarely mean what they're actually showing you.,get tired of
context: John felt that his actions were fate. Harry said that he could have always made a different what?  options: 1: free will 2: choice 3: will 4: alcohol 5: freedom  explanation: A person is a human,choice
"context: She was always helping at the senior center, it brought her what?  options: 1: satisfaction 2: heart 3: feel better 4: pay 5: happiness  explanation: senior place center area",happiness
context: James was looking for a good place to buy farmland. Where might he look?  options: 1: midwest 2: countryside 3: estate 4: farming areas 5: illinois  explanation: this word is more relevant,midwest
"context: A revolving door is convenient for two direction travel, but it also serves as a security measure at a what?  options: 1: bank 2: library 3: department store 4: mall 5: new york  explanation: Rivers flow trough valleys.",bank
"context: If you have leftover cake, where would you put it?  options: 1: quandry 2: refrigerator 3: oven 4: night stand 5: bakery  explanation: Choose from a wide selection",refrigerator
context: James knew that he shouldn't have been buying beer for minors. He didn't even get paid for it. Why was this bad?  options: 1: lose money 2: fun 3: have no money 4: broken law 5: relaxation  explanation: broken lawJames knew that he shouldn't have been buying beer for minors. He didn't even get paid for it. Why was this bad?,broken law
context: If you have to read a book that is very dry and long you may become what?  options: 1: have time 2: boring 3: learn new 4: enjoyable 5: bored  explanation: a book is world,bored
context: What is the main purpose of farmers?  options: 1: raise cattle 2: grow corn 3: farm land 4: drive tractors 5: supply food  explanation: Rivers flow trough valleys.,supply food
"context: The lock kept the steering wheel from moving, but the thief still took his chances and began to work on the what?  options: 1: keep cloesd 2: train 3: ignition switch 4: drawer 5: firearm  explanation: it was more safe.",ignition switch
context: Where would a computer user be using their own computer?  options: 1: hell 2: school 3: indoors 4: internet cafe 5: house  explanation: A computermade multiple parts,house
